Parent Name,Student Name,Student ID,Grade,Timestamp
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:08:41
Parent Name,Student Name,Student ID,Grade,Timestamp
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:10:22
Parent Name,Student Name,Student ID,Grade,Timestamp
Maren Mill,Maria Mill,20240201,2,2024-10-25 01:12:49
Maren Mill,Maria Mill,20240201,2,2024-10-25 01:12:49
Maren Mill,Maria Mill,20240201,2,2024-10-25 01:12:49
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:12:57
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:12:57
Maria Fletcher,Oakley Fletcher,20240301,3,2024-10-25 01:12:57
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:01
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:01
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:01
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:02
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:02
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:02
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:02
Maverick Wiley,Jay Wiley,20240302,3,2024-10-25 01:13:02
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:13
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:13
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:13
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:14
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:14
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:14
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:14
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:15
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:15
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:15
Leilani Barajas,Davis Barajas,20240401,4,2024-10-25 01:13:19
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:25
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:25
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:26
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:26
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:26
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:26
Jessica Doe,Jane Doe,20240101,1,2024-10-25 01:13:26
Jessica Doe,Joseph Doe,20240102,1,2024-10-25 01:13:26
Parent Name,Student Name,Student ID,Grade,Timestamp
Jessica Doe,Jane Doe,20240101,1,2024-10-28 04:25:03
Jessica Doe,Joseph Doe,20240102,1,2024-10-28 04:25:03
Parent Name,Student Name,Student ID,Grade,Timestamp
Parent Name,Student Name,Student ID,Grade,Timestamp
Parent Name,Student Name,Student ID,Grade,Timestamp
Jessica Doe,Jane Doe,20240101,1,2024-10-29 01:00:19
Jessica Doe,Joseph Doe,20240102,1,2024-10-29 01:00:19
